No,Intencao,Pergunta,Resposta
1121,Gerenciamento de cadastro e documentos,O dígito final está diferente estranho q fiz várias outras remessas minha conta nunca fiz alterações des de quando criei a conta aqui então queria pedir desculpas pq primeiro contato a me q foi instabilidade é q ia ser paga em instantes e isso eu fechei negócio no dinheiro chegar em pouco tempo.,"Enviamos a correção ao nosso correspondente do Brasil. Lembre-se de corrigir o último dígito da sua conta no seu app. Sem problemas Devido à diferença de horário e final de semana, eles nos responderão durante o horário bancário brasileiro na segunda-feira. Otimo final semana. Qualquer dúvida estamos à disposição.  Obrigado."
1122,,"Bom dia , estou recebendo uma mensagem que documento esta irregular , eu atualizei o mesmo na IMIGRAÇÃO e foi concedido um carimbo no cartao de registro de estrangeiros","Bom dia Conforme conversado pelo telefone o seu cadastro esta ativo e foi estendido ate dia 2024/07/01 . Assim que receber seu Zairyu atualizado, envie as fotos para manter seu cadastro sempre ativo. Qualquer dúvida estamos à disposição.  Obrigada"
1123,Transações e envios,Bom dia! Após a confirmação do meu depósito queira por gentileza efetuar a remessa do mesmo nome de CC BBB AAA,"Bom dia, Aguardamos seu depósito Recebemos seu depósito, vamos processar Qualquer dúvida estamos à disposição. Obrigado."
1124,,ola tarde entao eu fiz uma remessa de grana pro brasil mais ainda nao foi feito o pagamento,"Boa tarde A sua remessa esta processando. Enviamos uma mensagem ao nosso correspondente no Brasil, para verificar se houve algum problema no pagamento. Qualquer dúvida estamos à disposição.  Obrigado"
1125,,"Recebi uma mensagem para reenviar frente e do my number,","""Para registrar o My Number siga o passo a passo a seguir: 1. Clicar nas 3 linhas no canto esquerdo 2. Minha conta 3. Perfil 4. Cartão My Number 5. Registra My Number"" Boa tarde, segue passo a passo. Qualquer dúvida estamos à disposição. Obrigado."
1126,,Eu enviei um dinheiro mas ainda não caiu na conta Obrigada caiu o dinheiro,"Boa tarde, Vamos depositar o valor em seu saldo. Qualquer dúvida estamos à disposição. Obrigado.   "
1127,,Brastel dá para mandar pix,"Boa tarde As remessas são pagas com o pix pelo nosso banco parceiro pagador, caso houver problemas será pago por TED"
1128,Consultas e informações gerais,Como faço para pagar pessoa no Brasil com pix aqui do Japão,"Deve baixar o aplicativo da Brastel e cadastrar o beneficiário com todos os dados bancários. Assim que depositar o valor no saldo, poderá fazer a remessa através do app"
1129,,estarei atualizando meus documentos novas remessa.,O documento pode ser enviado no app: menu -> minha conta -> perfil -> atualizar documento Qualquer dúvida estamos à disposição. Obrigado.
1130,,Bom dia Fiz uma remessa no sábado e não caiu até agora verificar por favor,"Bom dia A sua remessa esta processando. Enviamos uma mensagem ao nosso correspondente no Brasil, para verificar se houve algum problema no pagamento."
1131,Consultas e informações gerais,Como enviar dinheiro Japão? Como posso me inscrever no serviço de remessa?,erro ao processar a pergunta
1132,Transações e envios,Bom dia fiz um depósito de 250.000 yens vc deposita conta bco do Brasil HHH MMM por favor obrigado,"Bom dia,  Vamos processar a sua remessa.  Qualquer dúvida estamos à disposição. Obrigado."
1133,Gerenciamento de cadastro e documentos,Gostaria cadastrar uma nova conta,"Bom dia,  Por favor, nos envie os dados abaixo:  DADOS DO BENEFICIÁRIO  NOME COMPLETO: GRAU DE PARENTESCO: ENDEREÇO NO BRASIL: (Cidade e Estado apenas) CIDADE: ESTADO: TEL.DE CONTATO NO BRASIL: NOME DO BANCO: NÚMERO DA AGÊNCIA: NOME DA AGÊNCIA: (caso não tenha, deixar em branco NúMERO DA CONTA: TIPO DE CONTA(corrente ou poupança): NÚMERO DO CPF: Aguardamos o seu retorno. Obrigado!"
1134,Transações e envios,Boa tarde!! Fiz depósito hj de 65 mil de mandar para AAA,"Bom dia,  Vamos processar a sua remessa.  Qualquer dúvida estamos à disposição. Obrigado."
1135,,dia. Quanto tempo demora para o valor de depósito cair na conta Remit?,"Bom dia,  O depósito cai em alguns minutos. Por favor poderia nos enviar uma foto/print do comprovante de depósito para verificarmos?"
1136,Transações e envios,"Boa tarde, de mandar um 90000 para a beneficiária AAA","Bom dia,  Vamos processar a sua remessa.  Qualquer dúvida estamos à disposição. Obrigado."
1137,Transações e envios,Acabei transferir poderia por enviar para mesma conta de sempre da Nubank?,"Bom dia,  Vamos processar a sua remessa.  Qualquer dúvida estamos à disposição. Obrigado."
1138,Consultas sobre prazos,Ola aguardando minha transferência cair no Brasil favor,Bom dia As suas remessas do dia 01/06 foi pagas. Qualquer dúvida estamos à disposição.  Obrigado.
1139,Transações e envios,Boa noite Fiz um depósito de ¥483 mil Sendo que….. ¥471449 para beneficiária NNN E ¥11551 para OOO Onegai shimasu,"Bom dia, Vamos processar sua remessa, obrigado."
1140,Problemas e suporte,Bom dia ! O cancelamento ja foi feito ? Necessito urgente dinheiro… o prazo de devolução brastel pra minha conta seria 1 a 3 dias correto? Ja se passaram 4 dias,"Bom dia,  A sua solicitação de cancelamento foi enviada. Por favor aguarde.  Qualquer dúvida estamos à disposição. Obrigado."
1141,,Olá Fiz uma remessa para o Brasil mais não caiu na conta,"Bom dia,  A remessa consta em nosso sistema como paga. Gentileza solicite ao beneficiário que retire um extrato bancário detalhado da conta dele. Caso não conste o valor enviado, entre em contato conosco novamente com a imagem desse extrato detalhado.  Obrigado."
1142,Transações e envios,"Bom dia. Sou TT TT. Acabei de transferir ¥270,000 para Brastel. Favor remeter para minha no Santander/Recife. Obrigado.","Bom dia,  Vamos processar a sua remessa.  Qualquer dúvida estamos à disposição. Obrigado."
1143,,dia Fiz um envio ontem para Brasil de 155 mil i e até o momento não foi feito o pagamento na conta,Bom dia a sua remessa foi paga. Qualquer dúvida estamos à disposição.  Obrigado
1144,Consultas sobre prazos,Quanto tempo levará para o beneficiário receber o dinheiro?,"espondendo a sua pergunta anteriormente. Em geral as remessas são pagas no mesmo dia, até o final do expediente bancário no Brasil."
1145,,Acabei de fazer este outro depósito e já O outro na,"Bom dia,  A sua remessa está em processamento. Os pagamentos são na mesma hora, pode ter havido alguma instabilidade no sistema.  Vamos enviar um pedido de verificação. Devido ao fuso horário, pedimos por gentileza que aguarde. Obrigado."
1146,Gerenciamento de cadastro e documentos,Bom dia gostaria de cadastrar uma conta para remessa,"Olá, AA!  Por favor, nos envie os dados abaixo:  DADOS DO BENEFICIÁRIO  NOME COMPLETO: GRAU DE PARENTESCO: ENDEREÇO NO BRASIL: (Cidade e Estado apenas) CIDADE: ESTADO: TEL.DE CONTATO NO BRASIL: NOME DO BANCO: NÚMERO DA AGÊNCIA: NOME DA AGÊNCIA: (caso não tenha, deixar em branco NúMERO DA CONTA: TIPO DE CONTA(corrente ou poupança): NÚMERO DO CPF: Aguardamos o seu retorno. Obrigado!"
1147,,eu uma remessa mas ainda n chegou?,A sua remessa do dia 01/06/2024 foi paga. Qualquer dúvida estamos à disposição.  Obrigado.
1148,Consultas sobre prazos,Boa tarde Eu queria saber quantos dias chega o cartão?,"A senhora precisa solicitar esse cartão de depósito pelo aplicativo. Após o pedido ser processado, o cartão é entregue em seu endereço cadastrado no prazo de 3 a 4 dias úteis."
1149,,Gostaria de fazer um depósito aqui no correio. Mas a instrução de depósito sumiu tela. Como eu,"Olá, RRR!  Por favor, verifique a sua conexão com a internet ou tente reiniciar o seu aparelho.  Siga as instruções corretamente em seu aplicativo: 1. Clicar nas 3 linhas no canto esquerdo do App da Brastel 2. Instruções de depósito 3. Cartão de deposito (cartão da Brastel) ou transferencia bancária (conta no correio) 4. Selecionar o ATM 5. Seguir o passo a passo, exatamente como está no App.  Qualquer dúvida estamos à disposição. Obrigado."
1150,Cartões e solicitações,Eu precisar de outro cartão mesmo limpei tentei vários caixas não reconhece que é endereço XXX-ken AAAA-Shi AAA BBBB CCC101 XXX-0YYY,"Olá, BBB! C#5911359  Obrigado pela confirmação do seu endereço! O cartão será enviado conforme solicitado num prazo de 3 a 5 dias uteis. Qualquer dúvida estamos à disposição. Obrigado."
1151,Consultas e informações gerais,Como enviar dinheiro,"Bom dia! Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h "
1152,,Qual opção escolher para envio de remessa para depende no Brasil? Esposa no caso para fim de restituição de imposto de renda? Opção doação ou presentes?,Bom dia!  Manutenção familiar Qualquer dúvida estamos à disposição. Obrigada.
1153,,Boa tarde estou fazendo o cadastro do aplicativo pra enviar dinheiro para o Brasil Tô na fase onde coloca o celular pra ler a indentidade e não estou conseguindo me ajudar a me como se faz,"Boa tarde, A senhora se refere a leitura do NFC? 1.3. COMO SE INSCREVER NO APLICATIVO BRASTEL REMIT (COM CARTÃO ZAIRYU EM UM DISPOSITIVO COM NFC) https://www.youtube.com/watch?v=U_jAVo2qYt4&t=3s Qualquer dúvida estamos à disposição. Obrigada."
1154,,Como faço para enviar dinheiro em de conveniência não estou conseguindo enviar nem no correio e lojas de conveniência,"Para depositar nas lojas do Family Mart, o depósito precisa ser feito no ATM verde apenas. Por gentileza, siga o passo a passo no aplicativo da Brastel: Menu -> Instruções de depósito -> Cartão depósito yucho Qualquer dúvida estamos à disposição. Obrigado."
1155,Transações e envios,Boa tarde Gostaria fazer duas remessa para Brasil é para minha sogra MMM BBB 18000,Obrigado por informar! Vamos processar a sua remessa de 18000  ienes para a beneficiária MMM
1156,Cartões e solicitações,Eu perdi meu cartão de transferência faço pra fazer as Transferências agora?,"Podemos enviar um novo no seu endereço Se for urgente, o sr pode depositra por transferência bancária"
1157,Transações e envios,"Boa noite Realizei um depósito de ¥240,000 Por favor depositar nas contas NNN ¥80,000 KKK . ¥80,000 CCC Obrigado",Boa noite Vamos processar sua remessa. Obrigado
1158,Transações e envios,Boa noite Fiz um pra vcs gostaria que fizessem a transferência por favor Nome de LLLL CCC Banco AAAA ¥,"Boa noite! Obrigado por informar, vamos processar a sua remessa."
1159,Consultas e informações gerais,Como posso me inscrever no serviço remessa?,"Bom dia!  Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h"
1160,Consultas sobre prazos,Quanto tempo levará o receber o dinheiro?,"Bom dia A maioria dos pagamentos estão sendo feitos via PIX. Os pagamentos feitos via PIX, geralmente são pagos no mesmo dia do envio da remessa, porém quando o PIX não for possível, o banco vai pagar via TED que nesse caso somente durtante o expediente bancário no Brasil. Qualquer dúvida estamos à disposição.  Obrigado"
1161,,Bom dia Poderia me confirmar se já foi pago essa remessa por favor,"Bom dia,  A remessa consta em nosso sistema como paga. Gentileza solicite ao beneficiário que retire um extrato bancário detalhado da conta dele. Caso não conste o valor enviado, entre em contato conosco novamente com a imagem desse extrato detalhado.  Obrigado."
1162,,Olá renovei. O visto que já ia vencer A Brastel precisa do zayrio card Pra renovar o contrato,"Bom dia, Para atualizar o contrato, o senhor poderia por favor nos enviar foto frente e verso do seu zairyu card?"
1163,Transações e envios,"Efetuei um depósito de 150,000ienes em mitsuisumitomo. Favor remeter 50,000 a AAA 50,000 BBB 50,000 a CCC obrigado","Olá, bom dia. Vamos processar sua remessa, obrigado"
1164,,"Ola boa tarde , ontem umas 23:27 fiz um depósito de 10 mil , até agora não chegou na conta , será que aconteceu algo errado ? tem como me ajudar em relação","Boa tarde, Enviamos um pedido de verificação ao banco parceiro. Devido ao fuso horário, pedimos por gentileza que aguarde."
1165,Problemas e suporte,"Boa tarde , acabei de fazer remessa, teria como cancelar , a acabei de mandar , não tô conseguindo acessar ela","Boa tarde, Vamos enviar um pedido de cancelamento ao banco para tentar o cancelamento."
1166,Cartões e solicitações,Boa noite necessito um novo cartão de depósito,"Boa noite! O senhor pode solicitar o cartão direto pelo aplicativo: Menu -> Instruções de depósito -> Saiba mais e solicite Porém, primeiramente é necessário ativar seu cadastro. Vejo que o senhor já colocou o novo Zairyu Card, porém devido ao horário, o departamento responsável já encerrou o expediente e ativação agora é só amanhã a partir das 9h30, tudo bem?"
1167,,dia! Meu marido fez uma remessa para minha ontem e até agora não na minha conta essa é a primeira vez q demora tanto assim geralmente cai o dinheiro em no máximo 15 minutos depois que ele envia,"Por favor, poderia informar o nome completo do remetente para verificarmos? Estamos verificando. Por favor aguarde. "
1168,,Boa noite fiz uma remessa no 170 mil ienes caiu na minha conta ainda,"Bom dia,  A remessa consta em nosso sistema como paga. Gentileza solicite ao beneficiário que retire um extrato bancário detalhado da conta dele. Caso não conste o valor enviado, entre em contato conosco novamente com a imagem desse extrato detalhado.  Obrigado."
1169,Problemas e suporte,"noite hj eu fiz uma remessa no nome de BBB HHH, porém a pessoa a conta queria saber se o dinheiro está parado se pode adicionar no meu saldo que vou mandar p/ a irmã dela, obrigado.","Bom dia Solicitaremos o cancelamento e o valor será devolvido ao seu aplicativo. Por favor, aguarde. Devido à diferença de horário, nosso correspondente verifica o horário bancário brasileiro. Qualquer dúvida estamos à disposição.  Obrigado."
1170,,"Bom dia, três remessas ontem, por volta das totalizando o de ¥160.000 e ainda não foi processado…","Bom dia Por favor, aguarde. Iremos verificar As suas remessas estão sendo reprocessadas"
1171,Cartões e solicitações,"Bom dia , eu quero o cartão verde normal mesmo não tenho tanto dindin assim","Olá, SS MMM!  O seu cartão chegará num prazo de 3 a 4 dias uteis.  Qualquer dúvida estamos à disposição. Obrigado."
1172,Transações e envios,Bom dia Eu fiz um depósito de 280.000 yenes por poderia fazer a remessa para mim? O beneficiário é SS AAA MMM,"Bom dia, Vamos processar sua remessa. Obrigado."
1173,,Bom favor pode me passar passo a passo transferir com a do correio.,"Bom dia, Foi anexado o passo a passo de transferência da sua conta do correio. Infelizmente não temos a informação sobre a possibilidade de seguir esse procedimento utilizando a caderneta."
1174,Consultas e informações gerais,Como enviar dinheiro do Japão?,"Caso ainda não tenha o cadastro,  Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h"
1175,Transações e envios,Bom Dia!!Fiz uma transferência de JPY 50.000 poderia por gentileza fazer remessa para !!,"Boa tarde, Vamos processar. Obrigado."
1176,Transações e envios,Boa noite Fiz depósito no valor de Caixa Econômica Federal Agência Beneficiaria MM OOO,"Boa noite! Obrigado por informar, vamos processar a sua remessa."
1177,Consultas e informações gerais,Como posso me inscrever no serviço,"Bom dia!  Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h"
1178,Consultas e informações gerais,Como enviar dinheiro do Japão?,"Bom dia!  Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h"
1179,,Acabei de 10000yeis não caiu na conta,Bom dia A sua remessa foi paga com sucesso. Qualquer dúvida estamos à disposição.  Obrigada
1180,,Bom dia eu mandei 3000 mil na brastel ainda não caiu na conta do,"Bom dia,  Por favor, poderia enviar a foto do comprovante para veriificarmos?"
1181,Transações e envios,Bom dia fiz um depósito no valor de mil ienes por gentileza deposite na conta da minha filha SSS TTT,"Bom dia,  Vamos processar a sua remessa.  Qualquer dúvida estamos à disposição. Obrigado."
1182,Transações e envios,Favor efetuar remessa !remetente KKK HHH para beneficiário JJJ AA HHH. Obrigada Valor ¥,"Boa tarde,  Vamos processar a sua remessa.  Qualquer dúvida estamos à disposição. Obrigado."
1183,Transações e envios,Por favor enviar para beneficiário MMM obrigado a transferência agora,"Boa tarde, Vamos processar sua remessa."
1184,Transações e envios,tarde. de fazer uma remessa ¥10440 para o RRR CCC .,"Boa tarde, Vamos processar. Obrigado."
1185,Transações e envios,Mandei 2 depósitos na 1 remessa onegai,"Boa tarde, Vamos processar. Obrigado."
1186,,"Fiz essa transferência pelo app do correio mas parece que não inseri o código para compensação imediata Não consigo entrar na transação em questão, pelo app",Pronto. Dentro de alguns minutos o valor estara disponivel no saldo do seu app. Muito obrigada e disponha sempre que precisar.
1187,Cartões e solicitações,Gostaria de solicitar o novo cartão,"Boa tarde! O senhor pode solicitar novo cartão diretamente pelo aplicativo da Brastel:  Menu -> Instruções de depósito -> ""Saiba mais e solicite"". Confirmando o seu endereço, o cartão chega diretamente em sua casa."
1188,,Olá o dinheiro que depositei não caiu na minha conta,"A sra tem print da tela do app do banco para verificarmos os dados bancários?  O atraso no pagamento da remessa pode acontecer devido a instabilidade no sistema de pagamento no Brasil ou pelos dados bancários incorretos. Vamos verificar com o banco pagador no Brasil em relação a sua remessa que ainda não foi pago ao beneficiário. Devido ao fuso horário, pedimos por gentileza que aguarde. Agradecemos a sua compreensão."
1189,Transações e envios,Boa noite eu fiz um depósito 31000 por favor depositar na conta Itaú,"Boa noite! Por conta das taxas de remessa, conseguimos processar apenas 30.000 ienes, tudo bem? os outros 120 ienes restantes ficam no saldo do Sr. disponíveis para uma próxima remessa. Chegará R$1002"
1190,Transações e envios,"Boa noite, deposito no valor de 152 mil ienes, a remessa em meu nome CCC CCC . Obrigada",Boa noite Vamos processar sua remessa. Obrigado
1191,,Eu depositei nesta conta! No meu aplicativo Brastel está a saldo,"Obrigado por enviar, foi enviado ao departamento responsável, pedimos por gentileza que por favor aguarde.  Para as próximas transferências, por favor siga o passo a passo no Menu do aplicativo Brastel Remit para que o valor entre automaticamente no seu app. Menu > Instruções de depósito > Transferência bancária > JP Bank  O valor já consta em seu saldo no aplicativo da Brastel. Qualquer dúvida estamos à disposição. Obrigado."
1192,Transações e envios,"Boa noite!!!!! 22000, manda ZZZZ fazendo o","Boa noite! Obrigado por informar, vamos processar a sua remessa."
1193,,Boa noite! envie dinheiro para uma conta errada,"Vamos solicitar a correção ao banco pagador no Brasil. Devido ao fuso horário, pedimos por gentileza que aguarde. Agradecemos a sua compreensão."
1194,,Eu troquei o celular achei que tivesse vindo tudo para o novo so que não tenho acesso a agora como faço para recuperar?,"Qual o seu nome completo e data de nascimento para localizarmos o seu cadastro, por favor? A sra não tem mais acesso ao e-mail?: xxxxx@aaa.com Caso não tenha, solicitamos o envio da foto do zairyu card, frente e verso, e o novo e-mail para atualizarmos."
1195,,Vcs poderiam verificar logo essa remessa por favor? A correção já foi e ainda não foi a remessa?,"Bom dia, MMM! C#6949937  A remessa consta em nosso sistema como paga. Gentileza solicite ao beneficiário que retire um extrato bancário detalhado da conta dele. Caso não conste o valor enviado, entre em contato conosco novamente com a imagem desse extrato detalhado.  Obrigado"
1196,,"Bom dia ! Eu dei entrada na imigracao para receber o visto trabalho dia 30/05 e visto venceu dia 06/06 mas na imigracao um carrimbo cartao de registro estrangeiros card que prorroga a sua validade , posso prorrogar prazo de utilizacao do Brastel remit atravez deste de registro de card ate receber um Novo cartao","Bom dia Para ativar seu cadastro e prorrogá-lo por mais dois meses, precisaremos da foto do protocolo da imigração e fotos de frente e verso do Zairyu card com carimbo imigração no verso. Por favor, poderia enviar as fotos?"
1197,,Bom dia pq meu dinheiro está bloqueado ? Estou indo embora de vez ….preciso do estava escrito podia Mandar 801,"Bom dia, Devido a sua ocupação e a soma dos valores enviados nos últimos 3 meses, sua remessa foi submetida a análises, para prosseguirmos no envio dos valores, precisamos de algumas informações. Por gentileza, poderia responder as seguintes perguntas:  1 - Há quanto tempo você está no Japão?  2 - Qual é a fonte da sua remessa? i) No caso de rendimento a tempo parcial  3 - Qual é a sua renda mensal?  4 - Que tipo de trabalho a tempo parcial e qual é o salário por hora? ii) Se a fonte de remessa for outra que não a renda de meio período  5- Qual é a fonte específica da remessa? Você possui algum documento que comprove a resposta acima?   6 – Relacionamento com o destinatário Entendo que o destinatário da remessa é o pai/mãe. Você tem algum documento que comprove isso?  7 - Quando você irá voltar em definitivo para o Brasil?"
1198,Consultas e informações gerais,favor fazer o depósito no que fareio envio via aplicativo. muito obrigado por esqueci a minha senha ou o meu gmail errado?,"Bom dia, O senhor pode nos confirmar seu email por gentileza?"
1199,,Olá tarde! Gostaria de o valor máximo para enviar para o Brasil pela brastel,Boa tarde!  O limite por remessa: 800.00 ienes Limite diário: 1.000.000 ienes. Qualquer dúvida estamos à disposição. Obrigado.
1200,Transações e envios,Oi boa tarde Eu fiz 2 depósitos 40.000 minha conta 20.00 mil na conto do RRR 40.000 na conta MMM,"Boa tarde, O valor já esta em seu saldo do aplicativo. Ao realizar o depósito, confirmar o saldo no app da Brastel. Na tela de início do app há indicado os seus beneficiários e ao lado está ""enviar dinheiro"". Selecione seu beneficiário e siga confirmando os dados registrados para fazer a remessa. Qualquer dúvida estamos à disposição. Obrigado."
1201,Consultas e informações gerais,de fazer um cartão,"Bom dia!  Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h"
1202,Transações e envios,Boa tarde Porfavor enviar a remessa valor de ¥ 30.000 para Beneficiária: JJJ. Obrigado!,"Boa tarde, A sua remerssa foi processada conforme solicitou. Obrigado."
1203,Transações e envios,Para a TTTT favor,"Boa tarde! Obrigado por informar, vamos processar a remessa de103,012 para TTT"
1204,Consultas e informações gerais,mandar dinheiro para o brasil obrigada,"Bom dia Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h"
1205,Consultas sobre prazos,Quanto tempo para o beneficiário o,"Bom dia A maioria dos pagamentos estão sendo feitos via PIX. Os pagamentos feitos via PIX, geralmente são pagos no mesmo dia do envio da remessa, porém quando o PIX não for possível, o banco vai pagar via TED que nesse caso somente durtante o expediente bancário no Brasil. Qualquer dúvida estamos à disposição.  Obrigada'"
1206,Consultas e informações gerais,Como posso me inscrever no serviço de remessa? Como enviar dinheiro do Japão? tempo levará para o beneficiário receber o dinheiro?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h  Para fazer o depósito, você pode solicitar um cartão de depósito ou poderá fazer a transferência direto da sua conta do correio. O passo a passo para ambos os depósitos estarão disponíveis no seu aplicativo.  Taxa de envio: Remessas até ¥30.000 taxa ¥880 De ¥30.001~¥300.000 taxa ¥1.480 De ¥300.001~¥800.000 taxa ¥1.680   Brastel Remit - Atendimento Ligação gratuita: 0120-994-852 De celulares: 03-6869-4872 Seg.-Sex.: 9:30 às 18:30 / Sáb.: 10:00 às 18:00 Domingos e feriados nacionais, não há expediente. A maioria dos pagamentos estão sendo feitos via PIX. Os pagamentos feitos via PIX, geralmente são pagos no mesmo dia do envio da remessa, porém quando o PIX não for possível, o banco vai pagar via TED que nesse caso somente durtante o expediente bancário no Brasil. Qualquer dúvida estamos à disposição.  Obrigada"
1207,Problemas e suporte,"Oi boa tarde eu preciso receber meu dinheiro de volta ,porém a conta está no nome do meu ex marido ,e ele para o não fiquei com os documentos dele como eu consigo transferir dinheiro? Consigo transferir remit de um o outro? Vcs conseguem fazer essa para Brastel?","Bom dia Ele precisa solicitar o reembolso. É possível solicitar o reembolso diretamente do app. Atente para a regra de que deverá requisitar o valor total do saldo do seu app. Será cobrada uma taxa fixa de 750 e somente serão aceitas contas de bancos japoneses. Para tanto, click: Menu > Minha conta > Reembolso e siga as instruções. Tenha em mãos a sua caderneta bancária. Qualquer dúvida estamos à disposição. Não realizamos transferências para outra conta Brastel. Por favor, o seu ex- marido precisa entrar em contato conosco? e solicitar o reembolso."
1208,,"Eu atualizei o endereço no aplicativo xxx-yyy AAA , AAA-cho X-Y1 Village HHH AAAA X-YY","Bom dia Estamos verificando a atualização do seu endereço com departamento responsavel. Por favor,aguarde Seu endereço foi atualizado com sucesso."
1209,,"Bom dia fiz uma remessa onten p SSS saber foi paga , chega mais p mim.","Bom dia, A remessa consta como entregue."
1210,,"Bom dia, acabei de fazer remessa onde a conta corrente estava com número do CPF Mas já editei o número conta O beneficiário é MMM CCC","Bom dia, Por gentileza, poderia confirmar os dados bancários da beneficiária MMM CCC, para que possamos enviar a correção para o banco?"
1211,Consultas e informações gerais,Como enviar dinheiro Japão?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h"
1212,,Olá boa tarde eu fui informado por um Agente que não foi possível realizar uma remessa para o Brasil portanto eu verifiquei e o da conta incorreto por gentileza poderia esse fator Banko è XXX agência è XXXXX A conta è XXXX-xx,"Olá! Obrigado por informar, vamos pedir a correção para o nosso banco pagador no Brasil. Enquanto isso, por gentileza, corrija o número da conta também em seu aplicativo:  Menu -> Beneficiários -> nome do beneficiário -> Editar"
1213,Consultas e informações gerais,Boa tarde!hoje de manhã para dizer que não estou conseguindo o de vcs meu iPhone quebrou e troquei por outro e não lembro da senha da conta troquei senha e mesmo assim não abrir o aplicativo,"Boa tarde Por favor, poderia tirar o print da tela em que o sr está com o problema?"
1214,Cartões e solicitações,Eu pedi. Cartal Cartão chegou Tem como você confirmar O cartao Aonde ele ??,"São 4 dias úteis contando a partir do dia seguinte da solicitação como o sr solicitou dia 4, peço por gentileza aguardar até segunda-feira"
1215,,Preciso fazer depósito Da fazer sem cartão,"E sim, é possível realizar o depósito sem o cartão. O sr pode fazer a transferência bancária da sua própria conta do banco para o saldo da Brastel."
1216,Transações e envios,Boa tarde tudo bem? Fiz um depósito a beneficiária *MMM BBB Valor: ¥10.000 +taxa ¥10.880 por favor,Bom dia Vamos processar sua remessa. Qualquer dúvida estamos à disposição.  Obrigada
1217,Transações e envios,"Boa noite!!!!! Depositei 22000, tudo pro XXX, fazendo o favor!!!!!","Boa noite! Obrigado por informar, vamos processar a sua remessa."
1218,Transações e envios,"Olá, bom dia Acabei de fazer um depósito valor de 12 mil para KKK JJJ",Vamos processar sua remessa.
1219,Cartões e solicitações,eu perdi meu cartao verde da brastel para remessa o verdinho Quero a segunda via,"Boa noite Poderia confirmar o seu endereço, por gentileza?"
1220,Consultas sobre prazos,"Ola,gostaria de saber quantos dias para chegra o cartão?","Bom dia, Após solicitação o cartão leva de 3 a 4 dias úteis para ser enviado."
1221,,Olá O dinheiro n depositado ainda,"Bom dia,  A remessa enviada na data 01/06/24 consta em nosso sistema como paga. Caso não conste o valor enviado, entre em contato conosco novamente com a imagem desse extrato detalhado.  Obrigado."
1222,Consultas e informações gerais,enviar dinheiro do Japão?,"Bom dia!  Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h"
1223,Cartões e solicitações,Olá perdi meu cartão laranja da Brastel seria possível enviar uma segunda via? Eu posso usar o do correio Brastel ainda?,"Bom diaa Por favor, poderia solicitar o cartão laranja pelo seu aplicativo? Sim, você pode usar o cartão verde BR-0214660187. Qualquer dúvida estamos à disposição.  Obrigado"
